Structure ID,Cluster,Column,Position,Species,Type,Structure,Genotype,Size,Interval 1,Interval 2,Absolute_Change,Percent_Change,Relative Growth,Relative Growth/month,Relative growth/yr,SQRT Interval 1 ,SQRT Interval 2,AMR1,AMR2,Linear Extension (cm/month),Yearly ext (cm/year),Change in AMR,Yearly ext mm
R,1,5,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.036,0,-0.036,-100.0,-100,-16.66666667,-200,0.18973666,0,0.060395055,0,-0.010065842,-0.120790109,-0.060395055,-1.207901091
R,2,1,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.175,0,-0.175,-100.0,-100,-16.66666667,-200,0.418330013,0,0.133158579,0,-0.022193096,-0.266317158,-0.133158579,-2.663171578
R,2,1,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.142,0.277,0.135,95.1,95.07042254,15.84507042,190.1408451,0.376828874,0.526307895,0.119948356,0.167529006,0.007930108,0.0951613,0.04758065,0.951613004
R,2,1,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.247,0,-0.247,-100.0,-100,-16.66666667,-200,0.496990946,0,0.158197131,0,-0.026366189,-0.316394263,-0.158197131,-3.163942627
R,2,1,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.08,0.241,0.161,201.3,201.25,33.54166667,402.5,0.282842712,0.490917508,0.090031632,0.156263896,0.011038711,0.132464529,0.066232265,1.324645292
R,2,1,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.337,0,-0.337,-100.0,-100,-16.66666667,-200,0.580517011,0,0.184784304,0,-0.030797384,-0.369568607,-0.184784304,-3.695686074
R,2,2,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.132,0.613,0.481,364.4,364.3939394,60.73232323,728.7878788,0.363318042,0.782943165,0.115647725,0.24921855,0.022261804,0.26714165,0.133570825,2.671416501
R,2,2,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.14,0.412,0.272,194.3,194.2857143,32.38095238,388.5714286,0.374165739,0.641872261,0.119100654,0.204314286,0.014202272,0.170427266,0.085213633,1.704272656
R,2,2,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.122,0.538,0.416,341.0,340.9836066,56.83060109,681.9672131,0.349284984,0.733484833,0.111180863,0.233475474,0.020382435,0.24458922,0.12229461,2.445892204
R,2,2,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.072,0.59,0.518,719.4,719.4444444,119.9074074,1438.888889,0.268328157,0.768114575,0.085411505,0.244498463,0.026514493,0.318173915,0.159086958,3.181739153
R,2,2,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.147,0.373,0.226,153.7,153.7414966,25.62358277,307.4829932,0.38340579,0.610737259,0.122041853,0.194403708,0.012060309,0.144723708,0.072361854,1.447237081
R,2,3,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.128,0.237,0.109,85.2,85.15625,14.19270833,170.3125,0.357770876,0.486826458,0.113882007,0.154961674,0.006846611,0.082159335,0.041079667,0.821593348
R,2,3,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.111,0,-0.111,-100.0,-100,-16.66666667,-200,0.333166625,0,0.10605023,0,-0.017675038,-0.212100461,-0.10605023,-2.12100461
R,2,3,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.196,0,-0.196,-100.0,-100,-16.66666667,-200,0.442718872,0,0.140921794,0,-0.023486966,-0.281843588,-0.140921794,-2.818435878
R,2,3,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.136,0.426,0.29,213.2,213.2352941,35.53921569,426.4705882,0.368781778,0.652686755,0.117386886,0.207756647,0.015061627,0.180739522,0.090369761,1.807395216
R,2,3,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.099,0,-0.099,-100.0,-100,-16.66666667,-200,0.314642654,0,0.100153868,0,-0.016692311,-0.200307735,-0.100153868,-2.003077351
R,2,4,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.103,0,-0.103,-100.0,-100,-16.66666667,-200,0.320936131,0,0.102157143,0,-0.017026191,-0.204314286,-0.102157143,-2.043142865
R,2,4,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.168,0,-0.168,-100.0,-100,-16.66666667,-200,0.409878031,0,0.130468229,0,-0.021744705,-0.260936459,-0.130468229,-2.609364586
R,2,4,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.213,0,-0.213,-100.0,-100,-16.66666667,-200,0.46151923,0,0.146906134,0,-0.024484356,-0.293812267,-0.146906134,-2.938122674
R,2,4,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.058,0.585,0.527,908.6,908.6206897,151.4367816,1817.241379,0.240831892,0.764852927,0.076659172,0.243460248,0.027800179,0.333602152,0.166801076,3.336021523
R,2,4,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.088,0.837,0.749,851.1,851.1363636,141.8560606,1702.272727,0.296647939,0.914877041,0.094425972,0.291214407,0.032798072,0.39357687,0.196788435,3.935768698
R,2,5,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.23,0,-0.23,-100.0,-100,-16.66666667,-200,0.479583152,0,0.152656059,0,-0.025442676,-0.305312117,-0.152656059,-3.053121173
R,2,5,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.27,0,-0.27,-100.0,-100,-16.66666667,-200,0.519615242,0,0.165398669,0,-0.027566445,-0.330797337,-0.165398669,-3.307973373
R,2,5,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.231,0,-0.231,-100.0,-100,-16.66666667,-200,0.480624594,0,0.15298756,0,-0.025497927,-0.305975119,-0.15298756,-3.059751194
R,2,5,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.083,0,-0.083,-100.0,-100,-16.66666667,-200,0.288097206,0,0.091704189,0,-0.015284031,-0.183408378,-0.091704189,-1.834083776
R,2,5,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.053,1.134,1.081,2039.6,2039.622642,339.9371069,4079.245283,0.230217289,1.064894361,0.073280439,0.338966403,0.044280994,0.531371928,0.265685964,5.313719278
R,3,1,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.164,0,-0.164,-100.0,-100,-16.66666667,-200,0.404969135,0,0.128905679,0,-0.02148428,-0.257811358,-0.128905679,-2.578113583
R,3,1,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.359,1.197,0.838,233.4,233.4261838,38.90436397,466.8523677,0.599166087,1.094074952,0.190720489,0.348254873,0.026255731,0.315068769,0.157534384,3.150687687
R,3,1,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.227,0.549,0.322,141.9,141.8502203,23.64170338,283.7004405,0.47644517,0.740945342,0.151657208,0.235850228,0.01403217,0.168386039,0.08419302,1.683860394
R,3,1,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.177,0.907,0.73,412.4,412.4293785,68.73822976,824.8587571,0.420713679,0.952365476,0.133917323,0.303147346,0.028205004,0.338460046,0.169230023,3.384600458
R,3,1,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.168,0.362,0.194,115.5,115.4761905,19.24603175,230.952381,0.409878031,0.601664358,0.130468229,0.191515713,0.010174581,0.122094968,0.061047484,1.220949682
